#{"t_start": 1778599250.2694674, "env_id": "LunarLander-v3"}
r,l,t
61.863079,129,571.967003
259.079831,423,572.379925
217.546311,336,572.732715
271.994932,233,572.972782
77.012578,139,573.11661
284.84597,235,573.350429
227.398539,657,574.035501
45.260986,163,574.202645
291.134916,247,574.442815
226.722776,227,574.673707
292.106143,296,574.991862
266.311712,210,575.215991
290.131126,215,575.42959
-21.445067,219,575.662739
233.327869,530,577.447757
223.161596,281,577.726181
259.835422,288,578.01702
252.907025,271,578.284597
25.647862,127,578.408357
261.2531,251,578.663116
54.087225,117,578.783143
29.233454,246,579.040675
258.113901,215,579.267913
59.098974,107,579.378016
274.781453,193,579.572645
27.253347,223,579.79686
247.866102,204,580.008115
263.896448,209,580.22025
255.474029,475,580.728632
254.093671,265,581.021912
249.901042,269,581.305834
42.099479,311,581.636805
56.678401,160,581.809946
290.947599,270,582.0917
234.646168,761,582.921372
223.770897,425,583.372387
306.804584,296,583.682195
265.861157,172,583.858292
244.989109,212,584.081401
289.972954,284,584.377395
249.061812,359,584.763964
255.671145,263,585.044359
228.786452,656,585.732457
274.265978,462,586.205986
245.309651,300,586.512849
256.764369,210,586.734641
72.326306,197,586.939235
236.635095,260,587.216483
312.339585,297,587.528491
-17.25146,182,587.720025
257.396002,226,589.765387
245.262157,438,590.215243
225.003408,466,590.686981
247.551433,240,590.932866
21.399442,183,591.120072
25.194924,264,591.398895
226.746773,244,591.64665
236.125538,240,591.897938
227.796842,410,592.311284
14.271215,157,592.470997
7.216521,128,592.603626
282.672369,255,592.876673
290.74532,187,593.07216
234.207175,386,593.472117
250.203701,249,593.733455
226.7269,456,594.21347
262.660239,314,594.538972
-21.728931,147,594.695936
247.026191,365,595.06125
229.227814,696,595.76381
216.470494,403,596.16343
46.681123,110,596.277972
276.625973,266,596.557735
287.339405,218,596.782437
262.524731,272,597.080087
258.71796,226,597.315376
249.350268,338,597.663673
45.408383,177,597.84257
235.995749,336,598.201702
264.413149,251,598.467746
291.126469,217,598.695075
8.633614,163,598.863456
277.540421,234,599.111445
15.730659,133,599.23652
48.761625,198,599.435081
278.35989,246,599.686303
288.925351,261,599.95852
24.7847,246,603.788816
276.368492,214,604.00626
254.502692,350,604.37461
243.1787,367,604.74806
213.208819,588,605.357671
248.819991,294,605.667663
258.907719,278,605.974338
245.503635,305,606.291428
28.880706,159,606.463716
240.665151,202,606.690666
224.051857,586,607.340517
253.918215,208,607.563807
30.666063,211,607.791279
274.128267,235,608.044294
33.978765,106,608.154567
261.546225,286,608.447237
254.98723,329,608.7844
253.643964,304,609.090357
246.85999,435,609.528261
245.115001,290,609.828442
288.121335,277,610.116361
305.910636,147,610.270349
23.662449,98,610.371673
252.405334,196,610.587016
263.971322,255,610.850148
274.408717,201,611.070526
243.979437,157,611.23727
0.848262,164,611.412884
187.207612,659,612.070603
274.732257,235,612.302253
51.900038,218,612.52028
-1.64332,67,612.586676
71.984529,140,612.72451
-13.446722,93,612.820201
-21.687949,82,612.901353
267.332183,257,613.156264
15.928695,1000,617.161672
38.975541,162,617.329583
251.136703,310,617.6514
229.211478,252,617.922655
225.286925,434,618.372168
-152.695348,98,618.476526
7.375401,94,618.576234
8.988065,126,618.704549
279.441892,316,619.035142
241.047555,210,619.252526
259.001172,378,619.633437
40.817182,156,619.793159
229.928934,335,620.171598
280.152189,206,620.424308
246.342421,279,620.729494
59.687174,155,620.896971
270.089272,252,621.179506
238.993002,347,621.553775
263.046558,235,621.804522
235.502198,309,622.129911
17.627313,110,622.238993
262.221368,412,622.67952
22.83937,144,622.823751
262.221664,274,623.11399
254.098361,417,623.537344
292.445814,272,623.811573
298.90699,304,624.143035
254.863099,281,624.448623
213.375398,388,624.841166
252.613983,470,625.31024
291.755219,228,625.537174
249.079064,519,626.053477
221.921039,424,626.461275
249.84058,254,626.712777
250.848768,394,627.102615
241.282464,227,627.32062
271.505875,280,629.796216
56.836719,171,629.961422
40.980797,116,630.079681
-24.566468,134,630.217439
219.345636,257,630.48163
47.359232,207,630.701013
249.470395,254,630.962902
257.633473,287,631.258801
270.064991,288,631.553316
273.053266,176,631.725729
273.985249,198,631.930893
266.862293,204,632.139457
259.18373,296,632.440708
245.146893,213,632.666139
253.26821,418,633.107821
280.127597,322,633.445477
42.645589,320,633.779783
297.649861,234,634.024284
241.283073,531,634.581528
279.980097,211,634.800932
8.430694,81,634.886146
38.094233,156,635.041401
265.639204,289,635.353644
249.572406,250,635.613607
277.937689,235,635.860001
220.439195,365,636.239471
281.908845,292,636.550389
25.880227,193,636.774288
29.776056,322,637.124502
251.933107,435,637.558828
263.986936,258,637.825854
58.756805,140,637.980773
211.644174,769,638.768644
250.908438,463,639.232621
224.407666,354,639.588149
299.316485,277,639.865305
47.79935,154,641.960819
-26.377023,95,642.063722
284.88013,272,642.34436
262.075264,558,642.914308
55.657428,131,643.04344
285.901127,320,643.36561
262.787533,283,643.650923
19.655133,169,643.842046
301.79972,248,644.105814
264.777238,256,644.38089
283.542865,951,645.395911
207.343456,660,646.092272
69.269996,194,646.294939
17.317356,363,646.68961
48.527313,144,646.84156
262.7696,237,647.092876
267.925054,459,647.558109
183.217794,950,648.553382
217.316316,431,649.013499
268.210451,429,649.469879
241.475739,303,649.801523
245.108426,265,650.083635
248.284681,180,650.275979
286.286689,301,650.594554
244.499095,279,650.87035
249.633258,500,651.381994
61.278891,154,651.535957
266.904581,205,651.740952
283.757886,254,651.996505
260.280864,486,654.320361
20.757776,116,654.432741
255.054855,430,654.860747
263.283728,233,655.089391
283.562325,350,655.432624
250.059871,491,655.915467
261.757418,242,656.160825
268.636091,247,656.401408
266.32178,392,656.786528
250.481376,247,657.035737
254.446145,395,657.460532
250.084226,304,657.775867
-9.699208,145,657.917706
263.989849,312,658.231
287.210881,297,658.533526
248.171333,284,658.819453
251.628738,238,659.050733
278.574276,258,659.311387
294.734018,207,659.524567
291.297257,282,659.798782
206.095489,421,660.210404
213.140313,443,660.646348
301.206419,304,660.947082
218.095436,516,661.455916
63.801333,173,661.62759
52.942041,167,661.79034
236.808244,458,662.245405
29.233936,332,662.571794
46.649812,165,662.726029
299.46664,519,663.238643
290.5795,179,663.416381
263.435111,222,663.655577
120.01769,1000,668.296401
281.264004,243,668.548295
87.149178,217,668.788374
189.350564,588,669.447327
263.439227,408,669.893542
281.372183,225,670.129893
261.589098,365,670.507735
38.615942,96,670.615405
41.704533,188,670.815482
258.782743,230,671.055887
241.03923,225,671.300152
31.84465,316,671.618486
69.921501,126,671.747428
287.842468,262,672.011199
21.508685,183,672.207871
51.221864,161,672.378385
47.956091,167,672.562634
53.116512,160,672.728014
252.659203,351,673.102357
283.618545,430,673.554695
229.305217,294,673.841209
6.453931,279,674.13383
290.773532,177,674.324549
290.876351,217,674.545755
286.402052,381,674.940638
243.971659,537,675.469498
214.907692,393,675.858515
281.930455,182,676.057957
300.965497,302,676.348712
275.18075,310,676.685884
262.822605,390,677.130406
258.075554,342,677.518037
230.6737,353,677.900628
324.294957,220,678.131787
